Unnamed: 0,filename,x1,y1,x2,y2,blur,expression,illumination,invalid,occlusion,pose,original_width,original_height,relative_area,Gender,Race,Valid,Gender_Race,area_bin
16,0--Parade/0_Parade_Parade_0_780.jpg,781.0,769.0,844.0,868.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,1536.0,0.0039653778076171,Male,Black,True,Male_Black,0.0
23,0--Parade/0_Parade_marchingband_1_473.jpg,278.0,219.0,330.0,290.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,768.0,0.0046946207682291,Female,White,True,Female_White,0.0
24,0--Parade/0_Parade_marchingband_1_473.jpg,422.0,205.0,472.0,262.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,768.0,0.0036239624023437,Female,White,True,Female_White,0.0
25,0--Parade/0_Parade_marchingband_1_473.jpg,607.0,226.0,660.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0040435791015625,Female,White,True,Female_White,0.0
26,0--Parade/0_Parade_marchingband_1_473.jpg,758.0,206.0,815.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0050735473632812,Female,White,True,Female_White,0.0
27,0--Parade/0_Parade_marchingband_1_473.jpg,924.0,227.0,989.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.005950927734375,Female,White,True,Female_White,0.0
28,0--Parade/0_Parade_marchingband_1_473.jpg,132.0,214.0,186.0,277.0,0.0,0.0,1.0,0.0,1.0,0.0,1024.0,768.0,0.0043258666992187,Male,Black,True,Male_Black,0.0
30,0--Parade/0_Parade_marchingband_1_431.jpg,254.0,416.0,404.0,560.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,683.0,0.0308839677891654,Male,White,True,Male_White,1.0
31,0--Parade/0_Parade_Parade_0_178.jpg,164.0,84.0,226.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,668.0,0.007251122754491,Female,White,True,Female_White,0.0
32,0--Parade/0_Parade_Parade_0_178.jpg,346.0,72.0,404.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,668.0,0.0079703873502994,Female,White,True,Female_White,0.0
33,0--Parade/0_Parade_Parade_0_178.jpg,464.0,94.0,534.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,668.0,0.0079820827095808,Female,White,True,Female_White,0.0
34,0--Parade/0_Parade_Parade_0_178.jpg,634.0,110.0,700.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,668.0,0.0061751497005988,Female,Black,True,Female_Black,0.0
35,0--Parade/0_Parade_Parade_0_178.jpg,780.0,106.0,844.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,668.0,0.0078592814371257,Female,White,True,Female_White,0.0
43,0--Parade/0_Parade_Parade_0_271.jpg,142.0,424.0,214.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1024.0,0.006591796875,Female,Black,True,Female_Black,0.0
44,0--Parade/0_Parade_Parade_0_271.jpg,346.0,412.0,414.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1024.0,0.0059661865234375,Female,White,True,Female_White,0.0
45,0--Parade/0_Parade_Parade_0_271.jpg,504.0,400.0,570.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1024.0,0.0055389404296875,Female,White,True,Female_White,0.0
46,0--Parade/0_Parade_Parade_0_271.jpg,608.0,448.0,688.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1024.0,0.006866455078125,Female,White,True,Female_White,0.0
47,0--Parade/0_Parade_Parade_0_271.jpg,800.0,414.0,888.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1024.0,0.0109100341796875,Female,White,True,Female_White,0.0
65,0--Parade/0_Parade_Parade_0_773.jpg,209.0,888.0,734.0,1663.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1702.0,0.2334540935296709,Male,White,True,Male_White,8.0
83,0--Parade/0_Parade_marchingband_1_931.jpg,114.0,275.0,153.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0027275085449218,Female,White,True,Female_White,0.0
84,0--Parade/0_Parade_marchingband_1_931.jpg,187.0,263.0,229.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0028305053710937,Female,White,True,Female_White,0.0
85,0--Parade/0_Parade_marchingband_1_931.jpg,282.0,251.0,319.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0025876363118489,Female,White,True,Female_White,0.0
86,0--Parade/0_Parade_marchingband_1_931.jpg,386.0,232.0,426.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0028483072916666,Female,White,True,Female_White,0.0
87,0--Parade/0_Parade_marchingband_1_931.jpg,473.0,236.0,513.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.002593994140625,Female,White,True,Female_White,0.0
88,0--Parade/0_Parade_marchingband_1_931.jpg,565.0,240.0,603.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0024159749348958,Female,White,True,Female_White,0.0
89,0--Parade/0_Parade_marchingband_1_931.jpg,644.0,269.0,684.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.002593994140625,Female,White,True,Female_White,0.0
90,0--Parade/0_Parade_marchingband_1_931.jpg,728.0,286.0,772.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0029652913411458,Female,Black,True,Female_Black,0.0
91,0--Parade/0_Parade_marchingband_1_931.jpg,799.0,283.0,848.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0034268697102864,Female,White,True,Female_White,0.0
92,0--Parade/0_Parade_marchingband_1_931.jpg,879.0,239.0,933.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0044631958007812,Female,White,True,Female_White,0.0
93,0--Parade/0_Parade_marchingband_1_419.jpg,772.0,202.0,824.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.004364013671875,Female,White,True,Female_White,0.0
94,0--Parade/0_Parade_marchingband_1_419.jpg,515.0,252.0,571.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0043436686197916,Female,White,True,Female_White,0.0
95,0--Parade/0_Parade_marchingband_1_419.jpg,319.0,206.0,368.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.0042991638183593,Female,White,True,Female_White,0.0
