Unnamed: 0,filename,x1,y1,x2,y2,blur,expression,illumination,invalid,occlusion,pose,original_width,original_height,relative_area,Gender,Race,Valid,Gender_Race,area_bin
16,0--Parade/0_Parade_Parade_0_780.jpg,781.0,769.0,844.0,868.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,1536.0,0.0039653778076171,Male,Black,True,Male_Black,0.0
30,0--Parade/0_Parade_marchingband_1_431.jpg,254.0,416.0,404.0,560.0,0.0,0.0,1.0,0.0,0.0,0.0,1024.0,683.0,0.0308839677891654,Male,White,True,Male_White,1.0
48,0--Parade/0_Parade_Parade_0_371.jpg,188.0,140.0,310.0,314.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,672.0,0.0308489118303571,Male,White,True,Male_White,1.0
49,0--Parade/0_Parade_Parade_0_371.jpg,316.0,114.0,394.0,240.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,672.0,0.0142822265625,Male,White,True,Male_White,0.0
50,0--Parade/0_Parade_Parade_0_371.jpg,424.0,92.0,520.0,244.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,672.0,0.0212053571428571,Male,White,True,Male_White,0.0
51,0--Parade/0_Parade_Parade_0_371.jpg,576.0,128.0,650.0,252.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,672.0,0.013334728422619,Male,White,True,Male_White,0.0
52,0--Parade/0_Parade_Parade_0_371.jpg,700.0,120.0,826.0,296.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,672.0,0.0322265625,Male,White,True,Male_White,1.0
65,0--Parade/0_Parade_Parade_0_773.jpg,209.0,888.0,734.0,1663.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1702.0,0.2334540935296709,Male,White,True,Male_White,8.0
73,0--Parade/0_Parade_marchingband_1_840.jpg,734.0,112.0,836.0,226.0,1.0,0.0,0.0,0.0,1.0,0.0,1024.0,821.0,0.0138312652253349,Male,Black,True,Male_Black,0.0
74,0--Parade/0_Parade_marchingband_1_840.jpg,404.0,266.0,478.0,360.0,1.0,0.0,0.0,0.0,1.0,0.0,1024.0,821.0,0.0082740179658952,Male,Black,True,Male_Black,0.0
75,0--Parade/0_Parade_marchingband_1_840.jpg,80.0,294.0,142.0,380.0,1.0,0.0,1.0,0.0,1.0,0.0,1024.0,821.0,0.006342303593179,Male,Black,True,Male_Black,0.0
102,0--Parade/0_Parade_marchingband_1_512.jpg,827.0,182.0,869.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,695.0,0.0025966726618705,Male,White,True,Male_White,0.0
103,0--Parade/0_Parade_marchingband_1_512.jpg,385.0,130.0,438.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,695.0,0.0052130170863309,Male,White,True,Male_White,0.0
104,0--Parade/0_Parade_marchingband_1_512.jpg,99.0,93.0,174.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,695.0,0.0118030575539568,Male,White,True,Male_White,0.0
134,0--Parade/0_Parade_marchingband_1_1031.jpg,276.0,266.0,830.0,876.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1309.0,0.2521157610771581,Male,Black,True,Male_Black,9.0
139,0--Parade/0_Parade_Parade_0_518.jpg,250.0,50.0,300.0,119.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,682.0,0.0049400888929618,Male,White,True,Male_White,0.0
140,0--Parade/0_Parade_Parade_0_518.jpg,367.0,58.0,407.0,113.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,682.0,0.0031502016129032,Male,White,True,Male_White,0.0
141,0--Parade/0_Parade_Parade_0_518.jpg,512.0,99.0,564.0,166.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,682.0,0.0049887738269794,Male,White,True,Male_White,0.0
142,0--Parade/0_Parade_Parade_0_518.jpg,621.0,125.0,665.0,179.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,682.0,0.0034022177419354,Male,White,True,Male_White,0.0
143,0--Parade/0_Parade_Parade_0_518.jpg,723.0,29.0,776.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,682.0,0.0040222346957478,Male,White,True,Male_White,0.0
150,0--Parade/0_Parade_marchingband_1_186.jpg,154.0,108.0,187.0,146.0,0.0,0.0,1.0,0.0,1.0,0.0,1024.0,534.0,0.002293275983146,Male,White,True,Male_White,0.0
151,0--Parade/0_Parade_marchingband_1_186.jpg,414.0,115.0,447.0,157.0,1.0,0.0,1.0,0.0,1.0,0.0,1024.0,534.0,0.0025346734550561,Male,White,True,Male_White,0.0
152,0--Parade/0_Parade_marchingband_1_186.jpg,680.0,131.0,714.0,175.0,1.0,0.0,1.0,0.0,1.0,0.0,1024.0,534.0,0.0027358380149812,Male,White,True,Male_White,0.0
153,0--Parade/0_Parade_marchingband_1_186.jpg,976.0,119.0,1007.0,161.0,1.0,0.0,1.0,0.0,1.0,0.0,1024.0,534.0,0.0023810568820224,Male,White,True,Male_White,0.0
187,0--Parade/0_Parade_Parade_0_534.jpg,123.0,383.0,198.0,479.0,0.0,1.0,0.0,0.0,0.0,1.0,1024.0,1532.0,0.0045895887728459,Male,White,True,Male_White,0.0
188,0--Parade/0_Parade_Parade_0_534.jpg,353.0,380.0,431.0,467.0,0.0,1.0,0.0,0.0,0.0,1.0,1024.0,1532.0,0.0043256874184073,Male,White,True,Male_White,0.0
189,0--Parade/0_Parade_Parade_0_534.jpg,602.0,503.0,671.0,602.0,1.0,1.0,0.0,0.0,0.0,0.0,1024.0,1532.0,0.0043543723482375,Male,White,True,Male_White,0.0
190,0--Parade/0_Parade_Parade_0_534.jpg,769.0,269.0,832.0,362.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,1532.0,0.0037347778639033,Male,White,True,Male_White,0.0
191,0--Parade/0_Parade_Parade_0_534.jpg,527.0,943.0,638.0,1087.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1532.0,0.010188887075718,Male,White,True,Male_White,0.0
220,0--Parade/0_Parade_marchingband_1_563.jpg,310.0,851.0,731.0,1338.0,0.0,0.0,0.0,0.0,1.0,0.0,1024.0,1530.0,0.1308638429330065,Male,White,True,Male_White,4.0
273,1--Handshaking/1_Handshaking_Handshaking_1_795.jpg,455.0,237.0,542.0,363.0,0.0,0.0,1.0,0.0,1.0,0.0,1024.0,1532.0,0.0069876489066579,Male,Black,True,Male_Black,0.0
282,1--Handshaking/1_Handshaking_Handshaking_1_429.jpg,378.0,158.0,680.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,768.0,0.1720377604166666,Male,Asian,True,Male_Asian,6.0
283,1--Handshaking/1_Handshaking_Handshaking_1_542.jpg,132.0,44.0,202.0,138.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,363.0,0.017701876721763,Male,White,True,Male_White,0.0
284,1--Handshaking/1_Handshaking_Handshaking_1_542.jpg,332.0,26.0,404.0,134.0,1.0,0.0,1.0,0.0,0.0,0.0,1024.0,363.0,0.0209194214876033,Male,White,True,Male_White,0.0
