Unnamed: 0,filename,x1,y1,x2,y2,blur,expression,illumination,invalid,occlusion,pose,original_width,original_height,relative_area,Gender,Race,Valid,Gender_Race,area_bin
15,0--Parade/0_Parade_Parade_0_761.jpg,207.0,459.0,537.0,900.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,1536.0,0.0925254821777343,Female,White,True,Female_White,3.0
20,0--Parade/0_Parade_Parade_0_595.jpg,93.0,183.0,199.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1588.0,0.0086697595245591,Female,White,True,Female_White,0.0
21,0--Parade/0_Parade_Parade_0_595.jpg,450.0,161.0,577.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1588.0,0.0135894698520151,Female,White,True,Female_White,0.0
31,0--Parade/0_Parade_Parade_0_178.jpg,164.0,84.0,226.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,668.0,0.007251122754491,Female,White,True,Female_White,0.0
32,0--Parade/0_Parade_Parade_0_178.jpg,346.0,72.0,404.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,668.0,0.0079703873502994,Female,White,True,Female_White,0.0
33,0--Parade/0_Parade_Parade_0_178.jpg,464.0,94.0,534.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,668.0,0.0079820827095808,Female,White,True,Female_White,0.0
34,0--Parade/0_Parade_Parade_0_178.jpg,634.0,110.0,700.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,668.0,0.0061751497005988,Female,Black,True,Female_Black,0.0
35,0--Parade/0_Parade_Parade_0_178.jpg,780.0,106.0,844.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,668.0,0.0078592814371257,Female,White,True,Female_White,0.0
43,0--Parade/0_Parade_Parade_0_271.jpg,142.0,424.0,214.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1024.0,0.006591796875,Female,Black,True,Female_Black,0.0
44,0--Parade/0_Parade_Parade_0_271.jpg,346.0,412.0,414.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1024.0,0.0059661865234375,Female,White,True,Female_White,0.0
45,0--Parade/0_Parade_Parade_0_271.jpg,504.0,400.0,570.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1024.0,0.0055389404296875,Female,White,True,Female_White,0.0
46,0--Parade/0_Parade_Parade_0_271.jpg,608.0,448.0,688.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1024.0,0.006866455078125,Female,White,True,Female_White,0.0
